,dttl,swin,dwin,tcprtt,synack,ackdat,label,attack_cat_Analysis,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
98191,252,255,255,0.150273,0.090379,0.059894,3,0,0,1,0
98195,252,255,255,0.15158,0.073302,0.078278,3,0,0,1,0
98197,252,255,255,0.085389,0.028969,0.05642,3,0,0,1,0
98199,252,255,255,0.113864,0.042566,0.071298,0,1,0,0,0
98200,252,255,255,0.068036,0.047805,0.020231,3,0,0,1,0
98201,252,255,255,0.080862,0.019453,0.061409,3,0,0,1,0
98203,252,255,255,0.10602,0.068952,0.037068,3,0,0,1,0
98204,252,255,255,0.052645,0.030287,0.022358,2,0,1,0,0
98207,252,255,255,0.133207,0.06435,0.068857,3,0,0,1,0
98208,252,255,255,0.259615,0.226027,0.033588,1,0,0,0,0
98211,252,255,255,0.067007,0.027158,0.039849,3,0,0,1,0
98212,252,255,255,0.082539,0.018681,0.063858,3,0,0,1,0
98213,252,255,255,0.128137,0.078479,0.049658,0,1,0,0,0
98214,252,255,255,0.136964,0.069493,0.067471,3,0,0,1,0
98220,252,255,255,0.088644,0.046179,0.042465,2,0,1,0,0
98221,252,255,255,0.087745,0.047952,0.039793,3,0,0,1,0
98222,252,255,255,0.136369,0.075657,0.060712,0,1,0,0,0
98228,252,255,255,0.084896,0.064996,0.0199,3,0,0,1,0
98230,252,255,255,0.189721,0.107217,0.082504,6,0,0,0,1
98231,252,255,255,0.102734,0.061769,0.040965,6,0,0,0,1
98232,252,255,255,0.232116,0.167383,0.064733,6,0,0,0,1
98233,252,255,255,0.159637,0.093604,0.066033,6,0,0,0,1
98234,252,255,255,0.34476,0.282618,0.062142,6,0,0,0,1
98235,252,255,255,0.235322,0.118743,0.116579,6,0,0,0,1
98236,252,255,255,0.235322,0.118743,0.116579,6,0,0,0,1
98237,252,255,255,0.17087,0.118235,0.052635,6,0,0,0,1
98238,252,255,255,0.087141,0.053679,0.033462,6,0,0,0,1
98239,252,255,255,0.087141,0.053679,0.033462,6,0,0,0,1
98240,252,255,255,0.215636,0.145476,0.07016,6,0,0,0,1
98241,252,255,255,0.16692,0.103692,0.063228,6,0,0,0,1
98242,252,255,255,0.125585,0.065745,0.05984,6,0,0,0,1
98243,252,255,255,0.101997,0.041226,0.060771,6,0,0,0,1
98244,252,255,255,0.131935,0.059196,0.072739,6,0,0,0,1
98245,252,255,255,0.204619,0.120555,0.084064,6,0,0,0,1
98246,252,255,255,0.159837,0.08094,0.078897,6,0,0,0,1
98247,252,255,255,0.124695,0.082555,0.04214,6,0,0,0,1
98248,252,255,255,0.174683,0.116078,0.058605,6,0,0,0,1
98249,252,255,255,0.141549,0.081083,0.060466,6,0,0,0,1
98250,252,255,255,0.087368,0.051806,0.035562,6,0,0,0,1
98254,252,255,255,0.124121,0.061893,0.062228,3,0,0,1,0
98255,252,255,255,0.117872,0.057913,0.059959,6,0,0,0,1
98256,252,255,255,0.108346,0.052628,0.055718,3,0,0,1,0
98257,252,255,255,0.095603,0.067224,0.028379,0,1,0,0,0
98258,252,255,255,0.144732,0.071678,0.073054,6,0,0,0,1
98259,252,255,255,0.144732,0.071678,0.073054,6,0,0,0,1
98260,252,255,255,0.246669,0.176749,0.06992,6,0,0,0,1
98262,252,255,255,0.102775,0.067405,0.03537,6,0,0,0,1
98263,252,255,255,0.188263,0.112164,0.076099,6,0,0,0,1
98265,252,255,255,0.112799,0.080036,0.032763,6,0,0,0,1
98266,252,255,255,0.112799,0.080036,0.032763,6,0,0,0,1
98267,252,255,255,0.205001,0.117066,0.087935,6,0,0,0,1
98268,252,255,255,0.121485,0.076532,0.044953,6,0,0,0,1
98269,252,255,255,0.174853,0.092261,0.082592,6,0,0,0,1
98271,252,255,255,0.125414,0.045106,0.080308,0,1,0,0,0
98273,252,255,255,0.099336,0.077607,0.021729,6,0,0,0,1
98276,252,255,255,0.12166,0.067166,0.054494,3,0,0,1,0
98284,252,255,255,0.090545,0.030542,0.060003,3,0,0,1,0
98290,252,255,255,0.089133,0.033266,0.055867,3,0,0,1,0
98291,252,255,255,0.137139,0.075151,0.061988,0,1,0,0,0
98292,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98293,252,255,255,0.115905,0.05742,0.058485,3,0,0,1,0
98294,252,255,255,0.170979,0.076547,0.094432,3,0,0,1,0
98297,252,255,255,0.121472,0.042311,0.079161,3,0,0,1,0
98299,252,255,255,0.118898,0.061757,0.057141,0,1,0,0,0
98301,252,255,255,0.154706,0.082424,0.072282,3,0,0,1,0
98303,252,255,255,0.115248,0.058809,0.056439,3,0,0,1,0
98304,252,255,255,0.076502,0.019909,0.056593,0,1,0,0,0
98311,252,255,255,0.176494,0.114899,0.061595,2,0,1,0,0
98312,252,255,255,0.131527,0.06463,0.066897,7,0,0,0,0
98313,252,255,255,0.126415,0.065053,0.061362,3,0,0,1,0
98316,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98317,252,255,255,0.135207,0.082092,0.053115,7,0,0,0,0
98320,252,255,255,0.098741,0.058661,0.04008,3,0,0,1,0
98321,252,255,255,0.220615,0.100349,0.120266,3,0,0,1,0
98322,252,255,255,0.084775,0.03868,0.046095,3,0,0,1,0
98323,252,255,255,0.220615,0.100349,0.120266,3,0,0,1,0
98324,252,255,255,0.098971,0.057277,0.041694,3,0,0,1,0
98325,252,255,255,0.080176,0.02835,0.051826,3,0,0,1,0
98326,252,255,255,0.086218,0.05266,0.033558,3,0,0,1,0
98329,252,255,255,0.221011,0.083387,0.137624,3,0,0,1,0
98331,252,255,255,0.14595,0.080204,0.065746,1,0,0,0,0
98332,252,255,255,0.141387,0.094888,0.046499,3,0,0,1,0
98334,252,255,255,0.200101,0.107696,0.092405,3,0,0,1,0
98336,252,255,255,0.21087,0.120663,0.090207,3,0,0,1,0
98338,252,255,255,0.06318,0.013366,0.049814,3,0,0,1,0
98339,252,255,255,0.086808,0.059268,0.02754,7,0,0,0,0
98344,252,255,255,0.096789,0.035847,0.060942,3,0,0,1,0
98345,252,255,255,0.177411,0.092653,0.084758,7,0,0,0,0
98346,252,255,255,0.154868,0.053875,0.100993,3,0,0,1,0
98347,252,255,255,0.125174,0.078108,0.047066,3,0,0,1,0
98351,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98353,252,255,255,0.158533,0.086642,0.071891,3,0,0,1,0
98355,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98357,252,255,255,0.143183,0.049162,0.094021,3,0,0,1,0
98358,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98359,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98360,252,255,255,0.18747,0.096896,0.090574,3,0,0,1,0
98374,252,255,255,0.216579,0.077117,0.139462,3,0,0,1,0
98376,252,255,255,0.116045,0.061387,0.054658,1,0,0,0,0
98378,252,255,255,0.074355,0.052107,0.022248,3,0,0,1,0
98379,252,255,255,0.187008,0.130463,0.056545,3,0,0,1,0
98383,252,255,255,0.08996,0.035805,0.054155,3,0,0,1,0
98385,252,255,255,0.23725,0.130712,0.106538,3,0,0,1,0
98386,252,255,255,0.114417,0.053715,0.060702,3,0,0,1,0
98388,252,255,255,0.143484,0.06684,0.076644,3,0,0,1,0
98389,252,255,255,0.143281,0.069404,0.073877,3,0,0,1,0
98392,252,255,255,0.148652,0.073582,0.07507,3,0,0,1,0
98393,252,255,255,0.056565,0.046084,0.010481,3,0,0,1,0
98394,252,255,255,0.128154,0.072108,0.056046,3,0,0,1,0
98399,252,255,255,0.121238,0.051681,0.069557,3,0,0,1,0
98402,60,0,0,0.0,0.0,0.0,2,0,1,0,0
98405,252,255,255,0.069967,0.047078,0.022889,3,0,0,1,0
98406,252,255,255,0.10674,0.060243,0.046497,2,0,1,0,0
98407,252,255,255,0.134058,0.077106,0.056952,3,0,0,1,0
98411,252,255,255,0.138505,0.064364,0.074141,3,0,0,1,0
98412,252,255,255,0.163645,0.070007,0.093638,3,0,0,1,0
98414,252,255,255,0.072179,0.01675,0.055429,2,0,1,0,0
98420,252,255,255,0.097644,0.044572,0.053072,3,0,0,1,0
98423,252,255,255,0.230107,0.099311,0.130796,7,0,0,0,0
98425,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98426,252,255,255,0.249292,0.083297,0.165995,3,0,0,1,0
98427,252,255,255,0.094895,0.062289,0.032606,7,0,0,0,0
98429,252,255,255,0.117418,0.076419,0.040999,3,0,0,1,0
98430,252,255,255,0.125597,0.070324,0.055273,3,0,0,1,0
98432,252,255,255,0.201601,0.158653,0.042948,3,0,0,1,0
98435,252,255,255,0.067226,0.023625,0.043601,3,0,0,1,0
98436,252,255,255,0.111051,0.060039,0.051012,3,0,0,1,0
98437,252,255,255,0.092748,0.042389,0.050359,3,0,0,1,0
98438,252,255,255,0.088483,0.048756,0.039727,3,0,0,1,0
98442,252,255,255,0.130698,0.038044,0.092654,3,0,0,1,0
98444,252,255,255,0.175295,0.078898,0.096397,3,0,0,1,0
98445,252,255,255,0.079463,0.017237,0.062226,3,0,0,1,0
98447,252,255,255,0.139755,0.072535,0.06722,3,0,0,1,0
98451,252,255,255,0.131759,0.095026,0.036733,3,0,0,1,0
98456,252,255,255,0.090167,0.04447,0.045697,3,0,0,1,0
98460,252,255,255,0.246566,0.133837,0.112729,3,0,0,1,0
98465,252,255,255,0.169264,0.045539,0.123725,7,0,0,0,0
98466,252,255,255,0.090065,0.025004,0.065061,2,0,1,0,0
98468,252,255,255,0.217035,0.133748,0.083287,3,0,0,1,0
98470,252,255,255,0.090564,0.037692,0.052872,3,0,0,1,0
98472,252,255,255,0.209131,0.142522,0.066609,7,0,0,0,0
98475,252,255,255,0.208818,0.148235,0.060583,3,0,0,1,0
98476,252,255,255,0.123557,0.061362,0.062195,3,0,0,1,0
98487,252,255,255,0.193564,0.11745,0.076114,3,0,0,1,0
98490,0,0,0,0.0,0.0,0.0,3,0,0,1,0
98495,252,255,255,0.228658,0.058391,0.170267,3,0,0,1,0
98496,252,255,255,0.109261,0.054738,0.054523,3,0,0,1,0
98499,252,255,255,0.0,0.0,0.0,3,0,0,1,0
98501,252,255,255,0.127258,0.048569,0.078689,3,0,0,1,0
98502,252,255,255,0.036418,0.009428,0.02699,3,0,0,1,0
98503,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98505,252,255,255,0.295915,0.123236,0.172679,3,0,0,1,0
98507,252,255,255,0.177034,0.086397,0.090637,3,0,0,1,0
98513,252,255,255,0.087041,0.026599,0.060442,3,0,0,1,0
98517,252,255,255,0.142818,0.086391,0.056427,3,0,0,1,0
98521,252,255,255,0.171816,0.086197,0.085619,3,0,0,1,0
98525,252,255,255,0.08852,0.050986,0.037534,2,0,1,0,0
98526,252,255,255,0.065338,0.018562,0.046776,3,0,0,1,0
98529,252,255,255,0.231383,0.094018,0.137365,7,0,0,0,0
98530,252,255,255,0.231221,0.124352,0.106869,3,0,0,1,0
98532,252,255,255,0.307656,0.175564,0.132092,3,0,0,1,0
98535,252,255,255,0.062842,0.017879,0.044963,2,0,1,0,0
98538,252,255,255,0.121238,0.051681,0.069557,3,0,0,1,0
98540,252,255,255,0.070354,0.009872,0.060482,3,0,0,1,0
98541,252,255,255,0.11151,0.03949,0.07202,3,0,0,1,0
98542,252,0,0,0.0,0.0,0.0,3,0,0,1,0
98543,252,255,255,0.141796,0.049186,0.09261,3,0,0,1,0
98545,252,255,255,0.154345,0.072302,0.082043,3,0,0,1,0
98546,252,255,255,0.092921,0.059366,0.033555,6,0,0,0,1
98547,252,255,255,0.132362,0.084184,0.048178,6,0,0,0,1
98548,252,255,255,0.132362,0.084184,0.048178,6,0,0,0,1
98549,252,255,255,0.195329,0.083485,0.111844,3,0,0,1,0
98550,252,255,255,0.129861,0.075302,0.054559,6,0,0,0,1
98551,252,255,255,0.097965,0.040438,0.057527,6,0,0,0,1
98552,252,255,255,0.159628,0.088733,0.070895,6,0,0,0,1
98553,252,255,255,0.159628,0.088733,0.070895,6,0,0,0,1
98554,252,255,255,0.15083,0.074152,0.076678,6,0,0,0,1
98555,252,255,255,0.161363,0.119932,0.041431,6,0,0,0,1
98557,252,255,255,0.115341,0.052254,0.063087,6,0,0,0,1
98558,252,255,255,0.101105,0.040533,0.060572,6,0,0,0,1
98559,252,255,255,0.07238,0.043383,0.028997,6,0,0,0,1
98560,252,255,255,0.082961,0.028766,0.054195,0,1,0,0,0
98561,252,255,255,0.065561,0.032305,0.033256,6,0,0,0,1
98564,252,255,255,0.117853,0.062133,0.05572,6,0,0,0,1
98565,252,255,255,0.160531,0.08894,0.071591,6,0,0,0,1
98566,252,255,255,0.160531,0.08894,0.071591,6,0,0,0,1
98567,252,255,255,0.053123,0.034747,0.018376,6,0,0,0,1
98571,252,255,255,0.102986,0.056154,0.046832,6,0,0,0,1
98572,252,255,255,0.17049,0.089284,0.081206,6,0,0,0,1
98574,252,255,255,0.102049,0.050718,0.051331,6,0,0,0,1
98576,252,255,255,0.129419,0.062044,0.067375,6,0,0,0,1
98577,252,255,255,0.121392,0.050849,0.070543,6,0,0,0,1
98580,252,255,255,0.096662,0.066733,0.029929,6,0,0,0,1
98581,252,255,255,0.116775,0.055773,0.061002,6,0,0,0,1
98582,252,255,255,0.083357,0.027261,0.056096,3,0,0,1,0
98583,252,255,255,0.127275,0.071602,0.055673,6,0,0,0,1
98584,252,255,255,0.096847,0.030174,0.066673,6,0,0,0,1
98589,252,255,255,0.125074,0.058045,0.067029,3,0,0,1,0
98590,252,255,255,0.107646,0.037795,0.069851,6,0,0,0,1
98591,252,255,255,0.093333,0.053735,0.039598,6,0,0,0,1
98596,252,255,255,0.090227,0.033752,0.056475,3,0,0,1,0
98598,252,255,255,0.143183,0.077425,0.065758,3,0,0,1,0
98600,252,255,255,0.080852,0.050033,0.030819,7,0,0,0,0
98601,252,255,255,0.195814,0.091417,0.104397,3,0,0,1,0
98603,252,255,255,0.187797,0.121873,0.065924,3,0,0,1,0
98607,252,255,255,0.144991,0.077261,0.06773,3,0,0,1,0
98612,252,255,255,0.115379,0.05938,0.055999,2,0,1,0,0
98616,252,255,255,0.137889,0.061514,0.076375,3,0,0,1,0
98618,252,255,255,0.187008,0.130463,0.056545,3,0,0,1,0
98622,252,255,255,0.078757,0.04971,0.029047,0,1,0,0,0
98623,252,255,255,0.125521,0.055734,0.069787,3,0,0,1,0
98624,252,255,255,0.109919,0.06392,0.045999,3,0,0,1,0
98627,252,255,255,0.15217,0.07713,0.07504,3,0,0,1,0
98628,252,255,255,0.116146,0.039879,0.076267,3,0,0,1,0
98631,252,255,255,0.10674,0.060155,0.046585,3,0,0,1,0
98635,252,255,255,0.190068,0.091334,0.098734,3,0,0,1,0
98636,252,255,255,0.109288,0.036218,0.07307,3,0,0,1,0
98639,252,255,255,0.122118,0.062848,0.05927,3,0,0,1,0
98641,252,255,255,0.134424,0.059034,0.07539,3,0,0,1,0
98644,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98649,252,255,255,0.10152,0.044646,0.056874,7,0,0,0,0
98650,252,255,255,0.164255,0.093721,0.070534,3,0,0,1,0
98651,252,255,255,0.101068,0.042948,0.05812,3,0,0,1,0
98652,252,255,255,0.172676,0.092799,0.079877,3,0,0,1,0
98653,252,255,255,0.118238,0.063265,0.054973,3,0,0,1,0
98654,252,255,255,0.088992,0.058403,0.030589,3,0,0,1,0
98656,252,255,255,0.195632,0.078887,0.116745,3,0,0,1,0
98657,252,255,255,0.124565,0.049696,0.074869,3,0,0,1,0
98659,252,255,255,0.158445,0.089562,0.068883,3,0,0,1,0
98660,252,255,255,0.135975,0.047263,0.088712,3,0,0,1,0
98661,252,255,255,0.142649,0.064754,0.077895,3,0,0,1,0
98662,252,255,255,0.067245,0.039343,0.027902,3,0,0,1,0
98663,252,255,255,0.183331,0.09558,0.087751,3,0,0,1,0
98666,252,255,255,0.129255,0.065568,0.063687,3,0,0,1,0
98668,252,255,255,0.15158,0.073302,0.078278,3,0,0,1,0
98669,252,255,255,0.125977,0.065841,0.060136,2,0,1,0,0
98670,252,255,255,0.171905,0.071411,0.100494,0,1,0,0,0
98671,252,255,255,0.07964,0.043839,0.035801,3,0,0,1,0
98674,252,255,255,0.086866,0.032248,0.054618,3,0,0,1,0
98675,252,255,255,0.10944,0.033742,0.075698,3,0,0,1,0
98676,252,255,255,0.217526,0.160272,0.057254,7,0,0,0,0
98677,252,255,255,0.098494,0.048658,0.049836,3,0,0,1,0
98678,252,255,255,0.124425,0.068791,0.055634,3,0,0,1,0
98680,252,255,255,0.062197,0.0129,0.049297,3,0,0,1,0
98682,252,255,255,0.088483,0.048756,0.039727,3,0,0,1,0
98685,252,255,255,0.140475,0.090297,0.050178,2,0,1,0,0
98690,252,255,255,0.107624,0.069113,0.038511,0,1,0,0,0
98695,252,255,255,0.148992,0.058757,0.090235,7,0,0,0,0
98698,252,255,255,0.078513,0.023871,0.054642,3,0,0,1,0
98700,252,255,255,0.135132,0.079078,0.056054,0,1,0,0,0
98701,252,255,255,0.071961,0.021541,0.05042,3,0,0,1,0
98706,252,255,255,0.161867,0.070455,0.091412,7,0,0,0,0
98707,252,255,255,0.11305,0.055046,0.058004,3,0,0,1,0
98710,252,255,255,0.097519,0.034961,0.062558,3,0,0,1,0
98711,252,255,255,0.214208,0.112881,0.101327,2,0,1,0,0
98713,252,255,255,0.164758,0.076204,0.088554,2,0,1,0,0
98716,252,255,255,0.075622,0.046144,0.029478,3,0,0,1,0
98717,252,255,255,0.130585,0.059733,0.070852,3,0,0,1,0
98719,252,255,255,0.111996,0.044747,0.067249,3,0,0,1,0
98720,252,255,255,0.080605,0.035877,0.044728,3,0,0,1,0
98722,252,255,255,0.124669,0.061467,0.063202,3,0,0,1,0
98723,252,255,255,0.106881,0.056429,0.050452,7,0,0,0,0
98724,252,255,255,0.111386,0.080577,0.030809,3,0,0,1,0
98734,252,255,255,0.204752,0.079795,0.124957,0,1,0,0,0
98739,252,255,255,0.098746,0.050654,0.048092,3,0,0,1,0
98743,252,255,255,0.126112,0.049468,0.076644,3,0,0,1,0
98745,252,255,255,0.147075,0.060687,0.086388,3,0,0,1,0
98746,252,255,255,0.111392,0.050681,0.060711,3,0,0,1,0
98749,252,255,255,0.121846,0.052559,0.069287,7,0,0,0,0
98750,252,255,255,0.090821,0.053796,0.037025,3,0,0,1,0
98751,60,0,0,0.0,0.0,0.0,2,0,1,0,0
98753,252,255,255,0.081849,0.039169,0.04268,2,0,1,0,0
98754,252,255,255,0.120747,0.061384,0.059363,3,0,0,1,0
98755,252,255,255,0.172226,0.088995,0.083231,3,0,0,1,0
98756,252,255,255,0.072179,0.01675,0.055429,3,0,0,1,0
98758,252,255,255,0.246868,0.157787,0.089081,3,0,0,1,0
98760,252,255,255,0.225292,0.074702,0.15059,3,0,0,1,0
98762,252,255,255,0.069869,0.054415,0.015454,7,0,0,0,0
98764,252,255,255,0.203792,0.099007,0.104785,3,0,0,1,0
98765,252,255,255,0.104974,0.072874,0.0321,3,0,0,1,0
98767,252,255,255,0.149021,0.067291,0.08173,3,0,0,1,0
98770,252,255,255,0.169713,0.072335,0.097378,2,0,1,0,0
98773,252,255,255,0.20275,0.108496,0.094254,3,0,0,1,0
98775,252,255,255,0.140733,0.079162,0.061571,3,0,0,1,0
98777,252,255,255,0.140733,0.079162,0.061571,3,0,0,1,0
98778,252,255,255,0.16983,0.078098,0.091732,2,0,1,0,0
98779,252,255,255,0.18677,0.099733,0.087037,7,0,0,0,0
98780,252,255,255,0.194956,0.122151,0.072805,3,0,0,1,0
98782,252,255,255,0.084809,0.053766,0.031043,3,0,0,1,0
98784,252,255,255,0.066883,0.023224,0.043659,3,0,0,1,0
98785,252,255,255,0.074161,0.035381,0.03878,3,0,0,1,0
98788,252,255,255,0.162719,0.100746,0.061973,3,0,0,1,0
98789,252,255,255,0.165986,0.088528,0.077458,3,0,0,1,0
98791,252,255,255,0.217456,0.080394,0.137062,8,0,0,0,0
98792,252,255,255,0.165986,0.088528,0.077458,3,0,0,1,0
98796,252,255,255,0.129348,0.067204,0.062144,3,0,0,1,0
98797,252,255,255,0.111704,0.051694,0.06001,7,0,0,0,0
98800,252,255,255,0.121752,0.064861,0.056891,3,0,0,1,0
98801,252,255,255,0.083592,0.054239,0.029353,3,0,0,1,0
98804,252,255,255,0.163253,0.074091,0.089162,3,0,0,1,0
98805,252,255,255,0.086746,0.06439,0.022356,3,0,0,1,0
98809,252,255,255,0.092718,0.039919,0.052799,3,0,0,1,0
98814,252,255,255,0.084734,0.016382,0.068352,3,0,0,1,0
98818,252,255,255,0.094748,0.05663,0.038118,2,0,1,0,0
98821,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98823,252,255,255,0.117881,0.049209,0.068672,3,0,0,1,0
98825,252,255,255,0.138517,0.064436,0.074081,3,0,0,1,0
98828,252,255,255,0.148565,0.075575,0.07299,3,0,0,1,0
98831,252,255,255,0.064942,0.017387,0.047555,3,0,0,1,0
98833,252,255,255,0.209423,0.124794,0.084629,2,0,1,0,0
98834,252,255,255,0.108423,0.059816,0.048607,3,0,0,1,0
98835,252,255,255,0.120154,0.045187,0.074967,3,0,0,1,0
98836,252,255,255,0.077458,0.021745,0.055713,3,0,0,1,0
98837,252,255,255,0.10513,0.049432,0.055698,7,0,0,0,0
98838,252,255,255,0.040512,0.009903,0.030609,3,0,0,1,0
98841,252,255,255,0.05338,0.023994,0.029386,3,0,0,1,0
98843,252,255,255,0.071098,0.027034,0.044064,3,0,0,1,0
98844,252,255,255,0.070492,0.017524,0.052968,7,0,0,0,0
98845,252,255,255,0.073992,0.019987,0.054005,3,0,0,1,0
98846,252,255,255,0.091724,0.029223,0.062501,3,0,0,1,0
98847,252,255,255,0.123244,0.063642,0.059602,3,0,0,1,0
98851,252,255,255,0.142959,0.075501,0.067458,7,0,0,0,0
98852,252,255,255,0.065703,0.014522,0.051181,3,0,0,1,0
98857,252,255,255,0.155977,0.062153,0.093824,3,0,0,1,0
98858,252,255,255,0.116427,0.060127,0.0563,3,0,0,1,0
98859,252,255,255,0.068412,0.016812,0.0516,3,0,0,1,0
98860,252,255,255,0.149934,0.093476,0.056458,3,0,0,1,0
98865,252,255,255,0.067371,0.047435,0.019936,3,0,0,1,0
98867,252,255,255,0.106586,0.057407,0.049179,3,0,0,1,0
98871,252,255,255,0.061229,0.027622,0.033607,3,0,0,1,0
98876,252,255,255,0.140848,0.062961,0.077887,3,0,0,1,0
98877,252,255,255,0.10691,0.047393,0.059517,3,0,0,1,0
98878,252,255,255,0.089475,0.054459,0.035016,3,0,0,1,0
98881,252,255,255,0.10602,0.068952,0.037068,3,0,0,1,0
98884,252,255,255,0.089837,0.050917,0.03892,8,0,0,0,0
98885,252,255,255,0.13224,0.06655,0.06569,3,0,0,1,0
98886,0,0,0,0.0,0.0,0.0,4,0,0,0,0
98888,252,255,255,0.176594,0.103029,0.073565,3,0,0,1,0
98898,252,255,255,0.174001,0.039884,0.134117,3,0,0,1,0
98901,252,255,255,0.087961,0.057591,0.03037,3,0,0,1,0
98902,252,255,255,0.220484,0.139546,0.080938,7,0,0,0,0
98903,252,255,255,0.178378,0.15023,0.028148,3,0,0,1,0
98904,252,255,255,0.119425,0.047694,0.071731,3,0,0,1,0
98907,252,255,255,0.139678,0.07341,0.066268,7,0,0,0,0
98908,252,255,255,0.158533,0.086642,0.071891,3,0,0,1,0
98909,252,255,255,0.074969,0.053477,0.021492,3,0,0,1,0
98912,252,255,255,0.098456,0.046066,0.05239,3,0,0,1,0
98913,252,255,255,0.142229,0.045173,0.097056,3,0,0,1,0
98915,252,255,255,0.034895,0.017697,0.017198,3,0,0,1,0
98916,252,255,255,0.107791,0.056025,0.051766,3,0,0,1,0
98917,252,255,255,0.092277,0.049838,0.042439,3,0,0,1,0
98918,252,255,255,0.245712,0.114149,0.131563,3,0,0,1,0
98920,252,255,255,0.193605,0.073592,0.120013,3,0,0,1,0
98925,252,255,255,0.05141,0.037874,0.013536,7,0,0,0,0
98926,252,255,255,0.107423,0.037291,0.070132,2,0,1,0,0
98927,252,255,255,0.150548,0.07884,0.071708,3,0,0,1,0
98928,252,255,255,0.100274,0.045306,0.054968,3,0,0,1,0
98931,252,255,255,0.175536,0.105148,0.070388,3,0,0,1,0
98932,252,255,255,0.10845,0.060713,0.047737,3,0,0,1,0
98935,252,255,255,0.20278,0.096858,0.105922,3,0,0,1,0
98937,252,255,255,0.173497,0.103982,0.069515,3,0,0,1,0
98938,252,255,255,0.055392,0.043033,0.012359,3,0,0,1,0
98939,252,255,255,0.051417,0.021934,0.029483,3,0,0,1,0
98941,252,255,255,0.10287,0.056725,0.046145,7,0,0,0,0
98942,252,255,255,0.051417,0.021934,0.029483,3,0,0,1,0
98943,252,255,255,0.172004,0.059299,0.112705,2,0,1,0,0
98944,252,255,255,0.111722,0.053124,0.058598,3,0,0,1,0
98956,252,255,255,0.064796,0.039698,0.025098,3,0,0,1,0
98957,252,255,255,0.061289,0.01235,0.048939,3,0,0,1,0
98960,252,255,255,0.108684,0.081917,0.026767,3,0,0,1,0
98963,252,255,255,0.058998,0.015003,0.043995,3,0,0,1,0
98967,252,255,255,0.066745,0.011708,0.055037,3,0,0,1,0
98968,252,255,255,0.071017,0.016435,0.054582,3,0,0,1,0
98969,252,255,255,0.078992,0.021117,0.057875,3,0,0,1,0
98970,252,255,255,0.150273,0.090379,0.059894,3,0,0,1,0
98972,252,255,255,0.044065,0.008159,0.035906,3,0,0,1,0
98973,252,255,255,0.059326,0.010842,0.048484,3,0,0,1,0
98974,252,255,255,0.090227,0.033752,0.056475,3,0,0,1,0
98975,252,255,255,0.154961,0.070216,0.084745,8,0,0,0,0
98976,252,255,255,0.046971,0.009368,0.037603,3,0,0,1,0
98977,252,255,255,0.074234,0.052844,0.02139,3,0,0,1,0
98978,252,255,255,0.067007,0.027158,0.039849,3,0,0,1,0
98982,252,255,255,0.109542,0.061205,0.048337,3,0,0,1,0
98985,252,255,255,0.05345,0.008583,0.044867,3,0,0,1,0
98990,252,255,255,0.103811,0.06883,0.034981,0,1,0,0,0
98991,252,255,255,0.05788,0.022585,0.035295,0,1,0,0,0
98992,252,255,255,0.076801,0.026216,0.050585,3,0,0,1,0
98993,252,255,255,0.039941,0.020937,0.019004,3,0,0,1,0
98994,252,255,255,0.09524,0.046518,0.048722,3,0,0,1,0
98995,252,255,255,0.102348,0.028798,0.07355,3,0,0,1,0
98996,252,255,255,0.065557,0.011791,0.053766,3,0,0,1,0
98998,252,255,255,0.146108,0.054586,0.091522,3,0,0,1,0
98999,252,255,255,0.061977,0.014021,0.047956,3,0,0,1,0
99000,252,255,255,0.053351,0.00819,0.045161,3,0,0,1,0
99001,252,255,255,0.05187,0.0076,0.04427,3,0,0,1,0
99002,252,255,255,0.088564,0.065898,0.022666,0,1,0,0,0
99003,252,255,255,0.053278,0.007437,0.045841,3,0,0,1,0
99004,0,0,0,0.0,0.0,0.0,3,0,0,1,0
99007,252,255,255,0.053345,0.007858,0.045487,3,0,0,1,0
99009,252,255,255,0.0552,0.024572,0.030628,3,0,0,1,0
99013,252,255,255,0.05561,0.007536,0.048074,3,0,0,1,0
99016,252,255,255,0.052081,0.006054,0.046027,2,0,1,0,0
99023,252,255,255,0.068709,0.020147,0.048562,3,0,0,1,0
99024,252,255,255,0.069048,0.025346,0.043702,3,0,0,1,0
99025,252,255,255,0.108834,0.047641,0.061193,3,0,0,1,0
99026,252,255,255,0.138455,0.066449,0.072006,3,0,0,1,0
99027,252,255,255,0.099577,0.057906,0.041671,0,1,0,0,0
99028,252,0,0,0.0,0.0,0.0,3,0,0,1,0
99030,252,255,255,0.121678,0.064898,0.05678,3,0,0,1,0
99033,252,255,255,0.17727,0.072849,0.104421,3,0,0,1,0
99034,252,255,255,0.069418,0.052605,0.016813,3,0,0,1,0
